task,subject_id,session,condition,count_correct,mean_rt,accuracy
SM,8002,1,1,49,1656.9318181818182,55.68181818181818
SM,8002,2,1,73,1362.6136363636363,82.95454545454545
SM,8002,3,1,67,1463.1136363636363,76.13636363636364
SM,8003,1,1,64,1500.1136363636363,72.72727272727273
SM,8003,1,2,7,1292.25,87.5
SM,8003,2,1,59,1577.0,67.04545454545455
SM,8003,3,1,66,1455.6477272727273,75.0
SM,8004,1,1,57,1287.6136363636363,64.77272727272727
SM,8004,2,1,65,1220.5113636363637,73.86363636363636
SM,8004,3,1,58,1338.034090909091,65.9090909090909
SM,8004,3,2,6,1364.75,75.0
SM,8005,1,1,60,1538.090909090909,68.18181818181817
SM,8005,2,1,71,1209.590909090909,80.68181818181817
SM,8005,3,1,70,1254.875,79.54545454545455
SM,8006,1,1,73,1215.5681818181818,82.95454545454545
SM,8006,1,1,73,1215.5681818181818,82.95454545454545
SM,8006,2,1,68,1167.4886363636363,77.27272727272727
SM,8006,2,1,68,1167.4886363636363,77.27272727272727
SM,8006,3,1,74,1129.0454545454545,84.0909090909091
SM,8008,1,1,45,1629.5227272727273,51.13636363636363
SM,8008,2,1,54,1519.6818181818182,61.36363636363637
SM,8008,2,2,6,1562.375,75.0
SM,8008,3,1,68,1503.090909090909,77.27272727272727
SM,8009,1,1,58,1192.5,65.9090909090909
SM,8009,2,1,65,1122.590909090909,73.86363636363636
SM,8009,3,1,52,1192.159090909091,59.09090909090909
SM,8011,1,1,75,1123.6477272727273,85.22727272727273
SM,8011,2,1,77,1111.340909090909,87.5
SM,8011,3,1,73,1130.3522727272727,82.95454545454545
SM,8012,1,1,77,1444.3636363636363,87.5
SM,8012,1,1,77,1444.3636363636363,87.5
SM,8012,2,1,82,1295.4204545454545,93.18181818181817
SM,8012,3,1,80,1410.284090909091,90.9090909090909
SM,8014,1,1,65,1451.5113636363637,73.86363636363636
SM,8014,2,1,55,1421.9772727272727,62.5
SM,8014,3,1,66,1565.7613636363637,75.0
SM,8015,1,1,44,1230.3181818181818,50.0
SM,8016,1,1,57,1569.5227272727273,64.77272727272727
SM,8016,1,2,5,1617.75,62.5
SM,8016,2,1,57,1535.340909090909,64.77272727272727
SM,8016,3,1,53,1540.0,60.22727272727273
SM,8017,1,1,71,1289.659090909091,80.68181818181817
SM,8017,1,2,5,1579.25,62.5
SM,8017,2,1,69,1196.3181818181818,78.4090909090909
SM,8017,3,1,59,1487.7613636363637,67.04545454545455
SM,8018,1,1,60,1607.5568181818182,68.18181818181817
SM,8018,1,2,8,1530.375,100.0
SM,8018,2,1,67,1626.6136363636363,76.13636363636364
SM,8018,3,1,70,1478.0113636363637,79.54545454545455
SM,8019,1,1,51,1603.965909090909,57.95454545454546
SM,8019,1,2,5,1779.375,62.5
SM,8019,2,1,64,1538.25,72.72727272727273
SM,8019,3,1,64,1532.4204545454545,72.72727272727273
SM,8020,2,1,61,1594.3295454545455,69.31818181818183
SM,8020,3,1,40,1771.4886363636363,45.45454545454545
SM,8021,1,1,69,1532.7954545454545,78.4090909090909
SM,8021,2,1,73,1508.2272727272727,82.95454545454545
SM,8022,1,1,71,1547.340909090909,80.68181818181817
SM,8022,1,2,6,1710.625,75.0
SM,8022,2,1,84,1253.6931818181818,95.45454545454545
SM,8022,3,1,79,1330.340909090909,89.77272727272727
SM,8023,1,1,63,1367.5568181818182,71.5909090909091
SM,8023,2,1,60,1568.6931818181818,68.18181818181817
SM,8023,3,1,55,1415.4204545454545,62.5
SM,8024,1,1,33,1468.784090909091,37.5
SM,8024,1,2,2,1544.75,25.0
SM,8024,2,1,17,1443.6704545454545,19.318181818181817
SM,8026,1,1,70,1369.75,79.54545454545455
SM,8026,2,1,76,1243.965909090909,86.36363636363636
SM,8026,3,1,75,1202.6818181818182,85.22727272727273
SM,8027,2,1,62,1396.9545454545455,70.45454545454545
SM,8030,1,1,58,1464.3295454545455,65.9090909090909
SM,8030,2,1,62,1483.2954545454545,70.45454545454545
SM,8030,3,1,65,1479.5454545454545,73.86363636363636
SM,8031,1,1,73,1393.284090909091,82.95454545454545
SM,8031,2,1,77,1283.409090909091,87.5
SM,8031,3,1,77,1250.5681818181818,87.5
SM,8032,1,1,76,1477.3636363636363,86.36363636363636
SM,8032,2,1,68,1452.3068181818182,77.27272727272727
SM,8032,3,1,80,1338.7272727272727,90.9090909090909
SM,8034,1,1,63,1560.7727272727273,71.5909090909091
SM,8035,1,1,54,1544.4431818181818,61.36363636363637
SM,8035,2,1,69,1381.090909090909,78.4090909090909
SM,8035,3,1,72,1352.7954545454545,81.81818181818183
SM,8036,1,1,52,1600.7386363636363,59.09090909090909
SM,8036,2,1,51,1647.6022727272727,57.95454545454546
SM,8036,2,2,2,1564.375,25.0
SM,8036,3,1,50,1718.7727272727273,56.81818181818182
SM,8037,1,1,65,1430.590909090909,73.86363636363636
SM,8037,2,1,67,1429.409090909091,76.13636363636364
SM,8037,3,1,77,1324.465909090909,87.5
SM,8038,1,1,69,1378.5454545454545,78.4090909090909
SM,8038,2,1,67,1396.0113636363637,76.13636363636364
SM,8038,3,1,76,1426.9886363636363,86.36363636363636
SM,8039,1,1,69,1069.6704545454545,78.4090909090909
SM,8039,2,1,73,1167.1136363636363,82.95454545454545
SM,8039,3,1,70,1097.8863636363637,79.54545454545455
SM,8040,1,1,69,1475.4772727272727,78.4090909090909
SM,8040,2,1,65,1408.6477272727273,73.86363636363636
SM,8040,3,1,72,1433.6477272727273,81.81818181818183
SM,8042,1,1,59,1605.0568181818182,67.04545454545455
SM,8042,1,2,6,1517.375,75.0
SM,8046,1,1,65,1447.7613636363637,73.86363636363636
SM,8046,2,1,79,1210.9772727272727,89.77272727272727
SM,8046,3,1,72,1283.1818181818182,81.81818181818183
SM,8047,1,1,74,1408.590909090909,84.0909090909091
SM,8047,2,1,74,1348.3977272727273,84.0909090909091
SM,8047,3,1,74,1332.6363636363637,84.0909090909091
SM,8048,1,1,75,1204.5227272727273,85.22727272727273
SM,8048,2,1,77,1298.590909090909,87.5
SM,8048,3,1,78,1199.0795454545455,88.63636363636364
SM,8050,1,1,71,1495.0795454545455,80.68181818181817
SM,8050,2,1,73,1352.534090909091,82.95454545454545
SM,8051,1,1,51,1306.659090909091,57.95454545454546
SM,8051,2,1,62,1365.5,70.45454545454545
SM,8051,3,1,51,1261.0454545454545,57.95454545454546
SM,8052,1,1,69,1422.5795454545455,78.4090909090909
SM,8052,2,1,71,1292.7386363636363,80.68181818181817
SM,8052,3,1,69,1337.5795454545455,78.4090909090909
SM,8053,1,1,57,1437.159090909091,64.77272727272727
SM,8053,2,1,68,1254.8863636363637,77.27272727272727
SM,8053,nan,1,64,1410.4204545454545,72.72727272727273
SM,8053,nan,2,4,1575.75,50.0
SM,8054,1,1,69,1392.5568181818182,78.4090909090909
SM,8054,2,1,70,1223.4318181818182,79.54545454545455
SM,8056,1,1,56,1570.340909090909,63.63636363636363
SM,8056,2,1,65,1244.3863636363637,73.86363636363636
SM,8056,3,1,65,1303.875,73.86363636363636
SM,8058,1,1,72,1211.2613636363637,81.81818181818183
SM,8058,2,1,75,1156.9545454545455,85.22727272727273
SM,8060,1,1,76,1323.6818181818182,86.36363636363636
SM,8060,2,1,79,1282.7954545454545,89.77272727272727
SM,8060,3,1,78,1149.9772727272727,88.63636363636364
SM,8061,1,1,66,1580.8295454545455,75.0
SM,8061,1,2,5,1496.375,62.5
SM,8063,1,1,69,1386.7613636363637,78.4090909090909
SM,8063,2,1,73,1290.034090909091,82.95454545454545
SM,8064,1,1,64,1417.875,72.72727272727273
SM,8064,2,1,75,1313.159090909091,85.22727272727273
SM,8065,2,1,58,1267.7386363636363,65.9090909090909
SM,8066,2,1,69,1377.3522727272727,78.4090909090909
SM,8067,1,1,60,1549.9318181818182,68.18181818181817
SM,8068,1,1,50,1515.875,56.81818181818182
SM,8068,2,1,68,1426.7272727272727,77.27272727272727
SM,8069,1,1,67,1396.6477272727273,76.13636363636364
SM,8069,2,1,56,1450.9886363636363,63.63636363636363
SM,8070,1,1,75,1150.7613636363637,85.22727272727273
SM,8070,2,1,82,1236.534090909091,93.18181818181817
SM,8072,1,1,50,1302.1704545454545,56.81818181818182
SM,8072,2,1,44,1229.0568181818182,50.0
SM,8073,2,1,71,1331.4318181818182,80.68181818181817
SM,8073,nan,1,70,1396.284090909091,79.54545454545455
SM,8073,nan,2,8,1355.75,100.0
SM,8074,1,1,72,1510.7386363636363,81.81818181818183
SM,8074,2,1,81,1281.3522727272727,92.04545454545455
SM,8075,1,1,59,1239.6704545454545,67.04545454545455
SM,8075,nan,1,73,1251.8295454545455,82.95454545454545
SM,8076,1,1,63,1502.9318181818182,71.5909090909091
SM,8076,2,1,74,1386.2386363636363,84.0909090909091
SM,8079,2,1,70,1284.0454545454545,79.54545454545455
SM,8080,1,1,49,1530.5,55.68181818181818
SM,8080,1,2,2,1535.5,25.0
SM,8083,1,1,59,1392.215909090909,67.04545454545455
SM,8083,nan,1,65,1257.2613636363637,73.86363636363636
SM,8084,1,1,54,1353.0227272727273,61.36363636363637
SM,8084,1,2,5,1259.375,62.5
SM,8084,2,1,69,1357.784090909091,78.4090909090909
SM,8085,1,1,69,1427.9772727272727,78.4090909090909
SM,8088,1,1,60,1433.3181818181818,68.18181818181817
SM,8090,1,1,58,1448.7727272727273,65.9090909090909
SM,8092,1,1,58,1542.9545454545455,65.9090909090909
SM,8093,1,1,62,1482.1477272727273,70.45454545454545
SM,9002,1,1,62,1575.0113636363637,70.45454545454545
SM,9002,1,2,4,1498.625,50.0
SM,9002,1,3,3,1524.25,37.5
SM,9002,1,4,4,1168.125,50.0
SM,9002,3,1,57,1596.2727272727273,64.77272727272727
SM,9003,1,1,64,1512.1818181818182,72.72727272727273
SM,9003,3,1,77,1309.1363636363637,87.5
SM,9004,1,1,65,1473.5227272727273,73.86363636363636
SM,9005,1,1,46,1439.8181818181818,52.27272727272727
SM,9005,2,1,52,1299.3636363636363,59.09090909090909
SM,9005,3,1,70,1290.9318181818182,79.54545454545455
SM,9007,1,1,54,1538.1363636363637,61.36363636363637
SM,9009,1,1,68,1539.659090909091,77.27272727272727
SM,9009,2,1,70,1387.375,79.54545454545455
SM,9009,3,1,78,1310.909090909091,88.63636363636364
SM,9010,1,1,54,1470.3181818181818,61.36363636363637
SM,9010,1,2,7,1520.125,87.5
SM,9010,2,1,68,1349.534090909091,77.27272727272727
SM,9010,3,1,73,1327.375,82.95454545454545
SM,9011,1,1,36,1524.340909090909,40.909090909090914
SM,9013,1,1,70,1334.1477272727273,79.54545454545455
SM,9013,2,1,81,1154.8636363636363,92.04545454545455
SM,9013,3,1,79,1122.3181818181818,89.77272727272727
SM,9014,1,1,70,1353.1931818181818,79.54545454545455
SM,9015,1,1,60,1338.0227272727273,68.18181818181817
SM,9015,1,2,7,1020.625,87.5
SM,9015,2,1,61,1345.3522727272727,69.31818181818183
SM,9015,3,1,54,1362.3863636363637,61.36363636363637
SM,9017,1,1,57,1204.0568181818182,64.77272727272727
SM,9017,1,2,6,1241.625,75.0
SM,9017,2,1,64,1179.3636363636363,72.72727272727273
SM,9017,3,1,63,1254.4431818181818,71.5909090909091
SM,9018,1,1,63,1351.2386363636363,71.5909090909091
SM,9019,1,1,69,1339.2386363636363,78.4090909090909
SM,9019,2,1,74,1251.5454545454545,84.0909090909091
SM,9019,3,1,76,1262.9204545454545,86.36363636363636
SM,9020,1,1,54,1537.1818181818182,61.36363636363637
SM,9020,1,2,4,1427.75,50.0
SM,9021,1,1,53,1606.034090909091,60.22727272727273
SM,9021,2,1,54,1605.3181818181818,61.36363636363637
SM,9021,2,2,6,1609.625,75.0
SM,9021,3,1,62,1437.9431818181818,70.45454545454545
SM,9023,1,1,70,1431.6477272727273,79.54545454545455
SM,9023,2,1,68,1362.8295454545455,77.27272727272727
SM,9023,2,2,8,1406.25,100.0
SM,9023,3,1,76,1224.1931818181818,86.36363636363636
SM,9024,1,1,45,1473.6818181818182,51.13636363636363
SM,9024,1,2,4,1145.875,50.0
SM,9024,2,1,49,1489.7272727272727,55.68181818181818
SM,9024,2,2,6,1268.25,75.0
SM,9024,3,1,35,1436.9431818181818,39.77272727272727
SM,9024,3,2,2,1599.25,25.0
SM,9028,1,1,68,1514.0454545454545,77.27272727272727
SM,9028,2,1,74,1449.784090909091,84.0909090909091
SM,9029,1,1,64,1425.1022727272727,72.72727272727273
SM,9029,2,1,72,1363.1022727272727,81.81818181818183
SM,9030,1,1,57,1494.4204545454545,64.77272727272727
SM,9030,1,2,5,1531.25,62.5
SM,9031,1,1,55,1594.590909090909,62.5
SM,9031,2,1,72,1451.625,81.81818181818183
SM,9033,1,1,38,1566.3863636363637,43.18181818181818
SM,9033,1,2,3,1312.25,37.5
SM,9033,1,3,5,1335.5,62.5
SM,9033,2,1,50,1384.534090909091,56.81818181818182
SM,9033,2,2,3,1078.0,37.5
SM,9033,2,3,5,1248.25,62.5
SM,9034,1,1,70,1366.8636363636363,79.54545454545455
SM,9034,2,1,56,1516.3977272727273,63.63636363636363
SM,9035,1,1,71,1454.4545454545455,80.68181818181817
SM,9038,1,1,51,1399.7386363636363,57.95454545454546
SM,9045,1,1,46,1381.534090909091,52.27272727272727
SM,9045,1,2,3,1461.5,37.5
SM,9047,1,1,56,1576.8636363636363,63.63636363636363
SM,9047,1,2,3,1398.0,37.5
SM,9048,1,1,45,1425.7045454545455,51.13636363636363
SM,9048,1,2,5,798.75,62.5
SM,9050,1,1,42,1330.534090909091,47.72727272727273
SM,9050,1,2,3,1461.375,37.5
SM,9051,1,1,55,1624.3068181818182,62.5
SM,9054,1,1,63,1497.3522727272727,71.5909090909091
SM,9054,1,2,7,1627.0,87.5
SM,9056,1,1,60,1486.590909090909,68.18181818181817
SM,9057,1,1,71,1297.2954545454545,80.68181818181817
SM,9999,1,1,61,935.1704545454545,69.31818181818183
SM,9999,nan,1,57,899.5454545454545,64.77272727272727
SM,SM,,1,12,1691.534090909091,13.636363636363635
